id,name,reversibility,lower_bound,upper_bound,metabolite_count,gene_reaction_rule
NTD11,5'-nucleotidase (IMP),False,0.0,999999.0,4,YOR155C
NTD2,5'-nucleotidase (UMP),False,0.0,999999.0,4,YGL224C
NTD3,5'-nucleotidase (dCMP),False,0.0,999999.0,4,
NH4tn,Ammonia nuclear transport,True,-999999.0,999999.0,2,
NH4tp,Ammonia peroxisomal transport,True,-999999.0,999999.0,2,
NMNAT,Nicotinamide-nucleotide adenylyltransferase,False,0.0,999999.0,5,YGR010W
NMNATm,Nicotinamide nucleotide adenylyltransferase  mitochondrial,False,0.0,999999.0,5,YLR328W
NMNTP,Nmntp,False,0.0,999999.0,4,
NTD4,5'-nucleotidase (CMP),False,0.0,999999.0,4,YGL224C
G12MT2g,Glycolipid 1 2 alpha D mannosyltransferase  Golgi apparatus,False,0.0,999999.0,5,YDR483W or YOR099W or YKR061W or YBR205W or YBR199W or YNL029C or YPL053C or YJL139C
NTD5,5'-nucleotidase (dTMP),False,0.0,999999.0,4,
NMNt2m,NMN mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
NMNt2p,NMN peroxisomal transport via proton symport,True,-999999.0,999999.0,4,
NNAM,Nicotinamidase,True,-999999.0,999999.0,4,YGL037C
G13MTg,Glycolipid 1 3 alpha D mannosyltransferase  Golgi apparatus,False,0.0,999999.0,5,
NNAMrm,Nicotinamidase  reversible  mitochondrial,True,-999999.0,999999.0,4,YGL037C
NTD6,5'-nucleotidase (dAMP),False,0.0,999999.0,4,
NTD7,5'-nucleotidase (AMP),False,0.0,999999.0,4,
NNATr,Nicotinate-nucleotide adenylyltransferase,False,0.0,999999.0,5,YLR328W
NNATm,Nicotinate nucleotide adenylyltransferase  mitochondrial,False,0.0,999999.0,5,YLR328W
NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),False,0.0,999999.0,6,YFR047C
NTD8,5'-nucleotidase (dGMP),False,0.0,999999.0,4,
NTD9,5'-nucleotidase (GMP),False,0.0,999999.0,4,
NTP3,Nucleoside-triphosphatase (GTP),False,0.0,999999.0,5,
G16MTg,Glycolipid 1 6 alpha D mannosyltransferase  Golgi apparatus,False,0.0,999999.0,5,
G3PCt,Glycero 3 phosphocholine transport  extracellular to cytosol,True,-999999.0,999999.0,2,YCR098C
NNDPRm,Nicotinate nucleotide diphosphorylase  carboxylating   mitochondrial,False,0.0,999999.0,6,YFR047C
G3PD1ir,Glycerol 3 phosphate dehydrogenase  NAD,False,0.0,999999.0,5,YDL022W
NNMT,Nicotinamide N methyltransferase,False,0.0,999999.0,4,YLR285W
NTP4,Nucleoside triphosphatase  dGTP,False,0.0,999999.0,5,
NTRLASE,Nitrilase,False,0.0,999999.0,4,YIL164C or YLR351C or YJL126W
NTRLASE2,Nitrilase,False,0.0,999999.0,4,YIL164C or YJL126W or YLR351C
NTRLASE3,Nitrilase,False,0.0,999999.0,4,YIL164C or YLR351C or YJL126W
PEPDt3,Peptide transport in via proton symport,False,0.0,999999.0,4,YKR093W
G3PD1irm,Glycerol 3 phosphate dehydrogenase  NAD   mitochondrial,False,0.0,999999.0,5,YOL059W
PETHCT,Phosphoethanolamine cytidyltransferase,False,0.0,999999.0,5,YGR007W
PETOHM_SC,Phosphatidylethanolamine N methyltransferase  yeast specific,False,0.0,999999.0,5,YGR157W
PEtg_SC,Phosphatidylethanolamine Golgi transport  yeast specific,True,-999999.0,999999.0,2,
O2t,O2 transport  diffusion,True,-999999.0,999999.0,2,
O2ter,O2  transport  endoplasmic reticulum,True,-999999.0,999999.0,2,
O2tm,O2 transport  diffusion,True,-999999.0,999999.0,2,
OAAt,Oxaloacetate transport,True,-999999.0,999999.0,2,
PEtm_SC,Phosphatidylethanolamine mitochondrial transport  yeast specific,True,-999999.0,999999.0,2,
OAAt2m,Oxaloacetate transport  mitochondrial,True,-999999.0,999999.0,4,YKL120W
PEtv_SC,Phosphatidylethanolamine vacuolar transport  yeast specific,True,-999999.0,999999.0,2,
OBDHm,2 Oxobutanoate dehydrogenase,False,0.0,999999.0,6,
PPM,Phosphopentomutase,True,-999999.0,999999.0,2,YKL127W or YMR105C
OCBT,Ornithine carbamoyltransferase,False,0.0,999999.0,5,YJL088W
OCDCAt,Octadecanoate  n C180  transport in via uniport,False,0.0,999999.0,2,
OCDCEAt,Octadecenoate  n C181  transport in via uniport,False,0.0,999999.0,2,
OCDCYAt,Octadecynoate  n C182  transport in via uniport,False,0.0,999999.0,2,
OHACT1,Alcohol Acetyltransferase  ethanol,False,0.0,999999.0,4,YOR377W or YGR177C
PFK,Phosphofructokinase,False,0.0,999999.0,5,YGR240C and YMR205C
PFK26,6 phosphofructo 2 kinase,False,0.0,999999.0,5,YIL107C or YOL136C
PFK_2,Phosphofructokinase,False,0.0,999999.0,5,YGR240C and YMR205C
PFK_3,Phosphofructokinase (s7p),False,0.0,999999.0,5,YGR240C and YMR205C
PGAMT,Phosphoglucosamine mutase,True,-999999.0,999999.0,2,YEL058W
OHACT2,Alcohol Acetyltransferase  isoamyl alcohol,False,0.0,999999.0,4,YOR377W or YGR177C
PGCD,Phosphoglycerate dehydrogenase,False,0.0,999999.0,5,YER081W or YIL074C
PPNCL2,Phosphopantothenate-cysteine ligase,False,0.0,999999.0,7,
PGI,Glucose-6-phosphate isomerase,True,-999999.0,999999.0,2,YBR196C
OHACT3,Alcohol Acetyltransferase  2 methylbutanol,False,0.0,999999.0,4,YOR377W or YGR177C
OHACT4,Alcohol Acetyltransferase  isobutyl alcohol,False,0.0,999999.0,4,YOR377W or YGR177C
PGK,Phosphoglycerate kinase,True,-999999.0,999999.0,4,YCR012W
PGL,6-phosphogluconolactonase,False,0.0,999999.0,4,YNR034W or YHR163W or YGR248W or YCR073W_A
PGM,Phosphoglycerate mutase,True,-999999.0,999999.0,2,YKL152C or YDL021W or YOL056W
PGMT,Phosphoglucomutase,True,-999999.0,999999.0,2,YKL127W or YMR105C
PGPPAm_SC,Phosphatidylglycerol phosphate phosphatase A  yeast specific  mitochondrial,False,0.0,999999.0,4,
OHACT5,Alcohol Acetyltransferase  Phenylethanol alcohol,False,0.0,999999.0,4,YOR377W or YGR177C
OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,True,-999999.0,999999.0,4,YOR184W
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,False,0.0,999999.0,4,YJR148W
OMCDCm,2 oxo 4 methyl 3 carboxypentanoate decarboxylation,False,0.0,999999.0,4,YHR208W
OMPDC,Orotidine-5'-phosphate decarboxylase,False,0.0,999999.0,4,YEL021W
PHCDm,L 1 pyrroline 3 hydroxy 5 carboxylate dehydrogenase,False,0.0,999999.0,6,YHR037W
PHCHGSm,L 1 Pyrroline 3 hydroxy 5 carboxylate spontaneous conversion to L 4 Hydroxyglutamate semialdehyde  mitochondrial,True,-999999.0,999999.0,4,
PHEACt,Phenethyl acetate transport  extracellular,False,0.0,999999.0,2,
ORNDC,Ornithine Decarboxylase,False,0.0,999999.0,4,YKL184W
PPND,Prephenate dehydrogenase,False,0.0,999999.0,5,
ORNTA,Ornithine transaminase,False,0.0,999999.0,4,YLR438W
ORNTACim,Ornithine transacetylase  irreversible  mitochondrial,False,0.0,999999.0,4,YMR062C
ORNt2r,Orntithine reversible transport in via proton symport,True,-999999.0,999999.0,4,YKR039W or YEL063C
ORNt3m,Ornithine mitochondrial transport via proton antiport,True,-999999.0,999999.0,4,YOR130C
PHETA1,Phenylalanine transaminase,True,-999999.0,999999.0,4,YHR137W or YGL202W
PHETRS,Phenylalanyl-tRNA synthetase,False,0.0,999999.0,6,YFL022C and YLR060W
PHETRSm,Phenylalanyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YPR047W
PHEt2m,Phenylalanine mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
PHEt2r,L phenylalanine reversible transport via proton symport,True,-999999.0,999999.0,4,YKR039W or YCL025C or YOL020W or YBR068C or YDR046C
ORPT,Orotate phosphoribosyltransferase,True,-999999.0,999999.0,4,YML106W or YMR271C
OXAGm,Non enzymatic reaction,True,-999999.0,999999.0,4,
PI35BP5P_SC,1 phosphatidylinositol 3 5 bisphosphate 5 phosphatase  yeast specific,False,0.0,999999.0,4,YNL106C or YOR109W or YKL212W
PPND2,Prephenate dehydrogenase  NADP,False,0.0,999999.0,5,YBR166C
PI3P4K_SC,Phosphatidylinositol 3 phosphate 4 kinase  yeast specific,False,0.0,999999.0,5,
PI3P5K_SC,Phosphatidylinositol 3 phosphate 5 kinase  yeast specfic,False,0.0,999999.0,5,YFR019W
OXO2Ctm,2 oxodicarboylate transporter  mitochondrial,True,-999999.0,999999.0,4,YPL134C or YOR222W
P5CDm,1 pyrroline 5 carboxylate dehydrogenase  mitochondrial,False,0.0,999999.0,6,
PPNDH,Prephenate dehydratase,False,0.0,999999.0,5,YNL316C
P5CR,Pyrroline-5-carboxylate reductase,False,0.0,999999.0,5,YER023W
PACALDt,Phenylacetaldehyde transport  extracellular,True,-999999.0,999999.0,2,
PACALDtm,Phenylacetaldehyde transport  mitochondrial,True,-999999.0,999999.0,2,
PAK_SC,Phosphatidate kinase  yeast specific,False,0.0,999999.0,4,
PAN4Ptm,Panthetheine 4  phosphate reversible mitochondrial transport,True,-999999.0,999999.0,2,
PI45BP5P_SC,1 phosphatidylinositol 4 5 bisphosphate 5 phosphatase  yeast specific,False,0.0,999999.0,4,YNL106C or YOR109W or YOL065C or YIL002C
PI45BPP_SC,1 phosphatidylinositol 4 5 bisphosphate phosphodiesterase  yeast specific,False,0.0,999999.0,5,YPL268W
PI4P5K_SC,Phosphatidylinositol 4 phosphate 5 kinase  yeast specfic,False,0.0,999999.0,5,YDR208W
PIN3K_SC,1 phosphatidylinositol 3 kinase  yeast specific,False,0.0,999999.0,5,YKL203C or YLR240W or YJR066W
PIN4K_SC,Phosphatidylinositol 4 kinase  yeast specific,False,0.0,999999.0,5,YNL267W or YLR305C
PIN4Kn_SC,Phosphatidylinositol 4 kinase  nuclear  yeast specifc,False,0.0,999999.0,5,YNL267W
PINOS_SC,Phosphatidylinositol synthase  yeast specific,False,0.0,999999.0,5,YPR113W
PIt2m,Phosphate transporter  mitochondrial,True,-999999.0,999999.0,4,YJR077C
PANTS,Pantothenate synthase,False,0.0,999999.0,7,YIL145C
PANTtm,Pantothenate mitochondrial transport,True,-999999.0,999999.0,2,
PAPSR,Phosphoadenylyl-sulfate reductase (thioredoxin),False,0.0,999999.0,6,(YPR167C and YLR043C) or (YPR167C and YGR209C)
PAPt,PAP reversible uniport,True,-999999.0,999999.0,2,
PIt2n,Phosphate nuclear transport via proton symport,True,-999999.0,999999.0,4,
PIt2p,Phosphate peroxisomal transport via proton symport,True,-999999.0,999999.0,4,
PIt2r,Phosphate reversible transport via symport,True,-999999.0,999999.0,4,YML123C or YCR037C or YBR296C or YJL198W or YNR013C
PAPtm,Adenosine 3  5  bisphosphate mitochondrial transport,True,-999999.0,999999.0,2,
PIt2v,Phosphate vacuolar transport via proton symport,True,-999999.0,999999.0,4,
PAtm_SC,Phosphatidate reversible transport  mitochondrial  yeast specific,True,-999999.0,999999.0,2,
PPPG9tm,Protoporphyrinogen IX mitochondrial transport,True,-999999.0,999999.0,2,
PC,Pyruvate carboxylase,False,0.0,999999.0,7,YGL062W or YBR218C
PCDAGAT,Phosphatidylcholine diacylglycerol acyltransferase,False,0.0,999999.0,4,YNR008W
PIt5m,Phosphate transport via hydroxide ion symport  mitochondrial,True,-999999.0,999999.0,4,YER053C
PLBP1I_SCe,Phospholipase B  phosphatidylinositol   yeast specific  extracellular,False,0.0,999999.0,12,YMR008C or YMR006C or YOL011W
PLBPC_SC,Phospholipase B  phosphatidylcholine   yeast specific,False,0.0,999999.0,12,YML059C
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",False,0.0,999999.0,4,YOR360C or YGL248W
PLBPC_SCe,Phospholipase B  phosphatidylcholine   yeast specific  extracellular,False,0.0,999999.0,12,YMR006C or YMR008C
PPPGOm,Protoporphyrinogen oxidase  mitochondrial,False,0.0,999999.0,4,YER014W
PLD_SC,Phospholipase D  yeast specific,False,0.0,999999.0,5,YKR031C
PMANM,Phosphomannomutase,True,-999999.0,999999.0,2,YFL045C
PMDPHT,Pyrimidine phosphatase,False,0.0,999999.0,4,
PMETM_SC,Phosphatidyl N methylethanolamine N methyltransferase  yeast specific,False,0.0,999999.0,5,YJR073C
PDE2,3  5  cyclic nucleotide phosphodiesterase,False,0.0,999999.0,4,YOR360C
PDE3,3  5  cyclic nucleotide phosphodiesterase,False,0.0,999999.0,4,YOR360C
PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",False,0.0,999999.0,4,YOR360C
PDE5,3  5  cyclic nucleotide phosphodiesterase,False,0.0,999999.0,4,YOR360C
GCC2cm_copy2,Glycine cleavage complex  lipoamide   mitochondrial,False,0.0,999999.0,5,YIL125W and YDR148C and YFL018C
PDHm,Pyruvate dehydrogenase,False,0.0,999999.0,6,(YBR221C and YER178W) and YNL071W and YFL018C and YGR193C
PDX5POi,Pyridoxine 5'-phosphate oxidase,True,-999999.0,999999.0,4,YBR035C
PENDPtm,All trans Pentaprenyl diphosphate transport  mitochondrial,True,-999999.0,999999.0,2,
PMEVK,Phosphomevalonate kinase,False,0.0,999999.0,4,YMR220W
PMI12346PH,5 diphosphoinositol 1 2 3 4 6 pentakisphosphate diphosphohydrolase,False,0.0,999999.0,5,YOR163W
PMI12346PS,5 diphosphoinositol 1 2 3 4 6 pentakisphosphate synthase,False,0.0,999999.0,4,YDR017C
PEPAT,Peptide alpha N acetyltransferase,False,0.0,999999.0,5,YDL040C or YGR147C
PPTTm,Trans pentaprenyltranstransferase  mitochondrial,False,0.0,999999.0,4,YBR003W
PMI1346PH,Diphosphoinositol 1 3 4 6 tetrakisphosphate diphosphohydrolase,False,0.0,999999.0,5,YOR163W
PMI1346PS,Diphosphoinositol 1 3 4 6 tetrakisphosphate synthase,False,0.0,999999.0,4,YDR017C
PMPK,Phosphomethylpyrimidine kinase,False,0.0,999999.0,4,YOL055C or YPL258C
PPYRDC,Phenylpyruvate decarboxylase,False,0.0,999999.0,4,YLR044C or YLR134W or YGR087C or YDR380W
PNP,Purine nucleoside phosphorylase,True,-999999.0,999999.0,5,
PNTK,Pantothenate kinase,False,0.0,999999.0,5,YDR531W
PNTOt2,Pantothenate reversible transport via proton symport,True,-999999.0,999999.0,4,YCR028C
PYRDC2,Pyruvate decarboxylase  acetoin forming,False,0.0,999999.0,5,YLR044C or YGR087C or YLR134W
PYRt,Pyruvate exchange  diffusion,False,0.0,999999.0,2,
POLYAO,Polyamine oxidase,False,0.0,999999.0,6,YMR020W
PRAGSr,Phosphoribosylglycinamide synthase,True,-999999.0,999999.0,7,YGL234W
POLYAO2,Poylamine oxidase,False,0.0,999999.0,6,YMR020W
POLYAO3,Poylamine oxidase,False,0.0,999999.0,6,YMR020W
PYRt2,Pyruvate transport in via proton symport,False,0.0,999999.0,4,YKL217W
PYRt2m,Pyruvate mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
PRAIS,Phosphoribosylaminoimidazole synthase,False,0.0,999999.0,6,YGL234W
PYRt2p,Pyruvate peroxisomal transport via proton symport,True,-999999.0,999999.0,4,
QUILSYN,Quinolinate Synthase  Eukaryotic,False,0.0,999999.0,4,
PPA,Inorganic diphosphatase,False,0.0,999999.0,4,YBR011C
PPAm,Inorganic diphosphatase,False,0.0,999999.0,4,YMR267W
PPBNGS,Porphobilinogen synthase,False,0.0,999999.0,4,YGL040C
PPCDC,Phosphopantothenoylcysteine decarboxylase,False,0.0,999999.0,4,
PPCK,Phosphoenolpyruvate carboxykinase,False,0.0,999999.0,5,YKR097W
PRAIi,Phosphoribosylanthranilate isomerase (irreversible),False,0.0,999999.0,2,YDR007W
QULNS,Quinolinate synthase,False,0.0,999999.0,5,
PRAMPC,Phosphoribosyl-AMP cyclohydrolase,False,0.0,999999.0,3,YCL030C
QULNtm,Quinolinate reversible mitochondrial transport,True,-999999.0,999999.0,2,
RAFGH,Raffinose galactohydrolase,False,0.0,999999.0,4,YBR184W
RBFK,Riboflavin kinase,False,0.0,999999.0,5,YDR236C
SLCBK2,Sphingolipid long chain base kinase  phytosphingosine,False,0.0,999999.0,5,YOR171C or YLR260W
SLFAT,Sulfate adenylyltransferase  ADP,True,-999999.0,999999.0,5,YCL050C
RBFKm,Riboflavin kinase  mitochondrial,False,0.0,999999.0,5,YDR236C
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,True,-999999.0,999999.0,7,YAR015W
RBFSa,Riboflavin synthase,False,0.0,999999.0,5,YOL143C
RBFSb,Riboflavin synthase,False,0.0,999999.0,3,YBR256C
SO3ti,Sulfite transport  efflux  cytosol to extracellular,False,0.0,999999.0,2,YPL092W
SO4ti,Sulfate irreversible uniport,False,0.0,999999.0,2,YBR294W or YLR092W or YGR125W
RBK,Ribokinase,False,0.0,999999.0,5,YCR036W
SPH1Pter,Sphinganine 1 phosphate endoplasmic reticular transport,False,0.0,999999.0,2,
RIBFLVt2,Riboflavin transport in via proton symport,False,0.0,999999.0,4,
PRATPP,Phosphoribosyl-ATP pyrophosphatase,False,0.0,999999.0,5,YCL030C
RIBFLVtm,Riboflavin reversible mitochondrial transport,True,-999999.0,999999.0,2,
SPHPL,Sphinganine phosphate lyase,False,0.0,999999.0,3,YDR294C
RIBt2,Ribose transport in via proton symporter,False,0.0,999999.0,4,
PRFGS,Phosphoribosylformylglycinamidine synthase,False,0.0,999999.0,9,YGR061C
SPMDAT1,Spermidine acetyltransferase,False,0.0,999999.0,5,
RNDR1,Ribonucleoside-diphosphate reductase (ADP),False,0.0,999999.0,5,((YIL066C and YJL026W) and YLR043C) or ((YIL066C and YJL026W) and YGR209C) or ((YER070W and YJL026W) and YLR043C) or ((YER070W and YJL026W) and YGR209C)
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,False,0.0,999999.0,2,YIL020C
RNDR1n,Ribonucleoside diphosphate reductase  nuclear,False,0.0,999999.0,5,((YGR180C and YIL066C) and YLR043C) or ((YGR180C and YIL066C) and YGR209C) or ((YER070W and YGR180C) and YLR043C) or ((YER070W and YGR180C) and YGR209C)
SPMDt3i,Spermidine transport in via proton antiport,False,0.0,999999.0,4,YOR273C or YLL028W
SPMDtex2,Spermidine excretion  cytosol to extracellular,False,0.0,999999.0,2,YKL174C
RNDR2,Ribonucleoside-diphosphate reductase (GDP),False,0.0,999999.0,5,((YER070W and YJL026W) and YLR043C) or ((YER070W and YJL026W) and YGR209C)
RNDR2n,Ribonucleoside diphosphate reductase  GDP   nuclear,False,0.0,999999.0,5,((YER070W and YGR180C) and YLR043C) or ((YER070W and YGR180C) and YGR209C)
RNDR3,Ribonucleoside-diphosphate reductase (CDP),False,0.0,999999.0,5,((YER070W and YJL026W) and YLR043C) or ((YER070W and YJL026W) and YGR209C)
RNDR3n,Ribonucleoside diphosphate reductase  CDP   nuclear,False,0.0,999999.0,5,((YER070W and YGR180C) and YLR043C) or ((YER070W and YGR180C) and YGR209C)
SPMS,Spermidine synthase,False,0.0,999999.0,5,YPR069C
SPRMS,Spermine synthase,False,0.0,999999.0,5,YLR146C
SPRMt2i,Spermine transport via proton antiport irreversible,False,0.0,999999.0,4,YLL028W or YPR156C or YOR273C or YGR138C
SQ23EPXter,Squalene 2 3 epoxide endoplamic reticular transport,True,-999999.0,999999.0,2,
SQLEr,Squalene epoxidase  endoplasmic reticular  NADP,False,0.0,999999.0,7,YGR175C and YHR042W
SQLErx,Squalene epoxidase  endoplasmic reticular  NAD,False,0.0,999999.0,7,(YIL043C and YNL111C and YGR175C) or (YNL111C and YGR175C and YKL150W)
RNDR4,Ribonucleoside-diphosphate reductase (UDP),False,0.0,999999.0,5,((YER070W and YJL026W) and YLR043C) or ((YER070W and YJL026W) and YGR209C)
RNDR4n,Ribonucleoside diphosphate reductase  UDP   nuclear,False,0.0,999999.0,5,((YER070W and YGR180C) and YLR043C) or ((YER070W and YGR180C) and YGR209C)
SQLS,Squalene synthase,False,0.0,999999.0,6,YHR190W
RNMK,Ribosylnicotinamide kinase,False,0.0,999999.0,5,YNL129W
PRO1xm,Proline oxidase  NAD   mitochondrial,False,0.0,999999.0,5,YLR142W
RNTR1,Ribonucleoside triphosphate reductase  ATP,False,0.0,999999.0,5,YLR043C or YGR209C
RNTR2,Ribonucleoside triphosphate reductase  GTP,False,0.0,999999.0,5,YLR043C or YGR209C
SQLter,Squalene endoplamic reticular transport,True,-999999.0,999999.0,2,
SRB_Lt,L sorbose reversible transport,True,-999999.0,999999.0,2,
RNTR3,Ribonucleoside triphosphate reductase  CTP,False,0.0,999999.0,5,YGR209C or YLR043C
PROTRS,Prolyl-tRNA synthetase,False,0.0,999999.0,6,YER087W or YHR020W
RNTR4,Ribonucleoside triphosphate reductase  UTP,False,0.0,999999.0,5,YLR043C or YGR209C
RPE,Ribulose 5-phosphate 3-epimerase,True,-999999.0,999999.0,2,YJL121C
SSALy,Succinate-semialdehyde dehydrogenase (NADP),False,0.0,999999.0,6,YBR006W
PROt2r,L proline reversible transport via proton symport,True,-999999.0,999999.0,4,YKR039W or YOR348C
RPI,Ribose-5-phosphate isomerase,True,-999999.0,999999.0,2,YOR095C
SACCD1,Saccharopine dehydrogenase  NADP  L glutamate forming,True,-999999.0,999999.0,7,YNR050C
SUCCt2r,Succinate transport via proton symport,True,-999999.0,999999.0,4,
SACCD2,Saccharopine dehydrogenase  NAD  L lysine forming,True,-999999.0,999999.0,7,YIR034C
PROtm,L proline transport  mitochondrial,True,-999999.0,999999.0,2,
SADT,Sulfate adenylyltransferase,False,0.0,999999.0,5,YJR010W
SAM24MT,S adenosyl methionine delta 24 sterol c methyltransferase,False,0.0,999999.0,5,YML008C
SBPP1er,Sphingoid base phosphate phosphatase  sphinganine 1 phosphatase   endoplasmic reticulum,False,0.0,999999.0,4,YJL134W or YKR053C
SBPP2er,Sphingoid base phosphate phosphatase  phytosphingosine 1 phosphate   endoplasmic reticulum,False,0.0,999999.0,4,YJL134W or YKR053C
SBTD_D2,D sorbitol dehydrogenase  D fructose producing,False,0.0,999999.0,5,YJR159W
SBTD_L,L sorbitol dehydrogenase  L sorbose producing,False,0.0,999999.0,5,YJR159W
SUCCtm,Succinate transport  mitochondrial,False,0.0,999999.0,4,YLR348C
SUCD1m,Succinate dehydrogenase,True,-999999.0,999999.0,4,(YKL141W and YKL148C and YLL041C and YLR164W) or (YDR178W and YKL148C and YLL041C and YMR118C) or (YDR178W and YJL045W and YKL141W and YLL041C) or (YDR178W and YKL141W and YKL148C and YLL041C)
SUCD2_u6m,Succinate dehydrogenase  ubiquinone 6   mitochondrial,True,-999999.0,999999.0,4,(YDR178W and YKL141W and YKL148C and YLL041C) or (YKL141W and YKL148C and YLL041C and YLR164W) or (YDR178W and YKL148C and YLL041C and YMR118C) or (YDR178W and YJL045W and YKL141W and YLL041C)
SUCD3_u6m,Succinate dehydrogenase  ubiquinone 6   mitochondrial,True,-999999.0,999999.0,4,(YDR178W and YKL141W and YKL148C and YLL041C) or (YKL141W and YKL148C and YLL041C and YLR164W) or (YDR178W and YKL148C and YLL041C and YMR118C) or (YDR178W and YJL045W and YKL141W and YLL041C)
SUCFUMtm,Succinate fumarate transport  mitochondrial,False,0.0,999999.0,4,YJR095W or YLR348C
SUCOASm,Succinate  CoA ligase  ADP forming,True,-999999.0,999999.0,6,YGR244C and YOR142W
SUCRe,Sucrose hydrolyzing enxyme  extracellular,False,0.0,999999.0,4,YIL162W
SUCRt2,Sucrose transport in via proton symport,False,0.0,999999.0,4,
SBTR,D sorbitol reductase,False,0.0,999999.0,5,YHR104W
SBT_Dt,D sorbitol transport via passive diffusion,True,-999999.0,999999.0,2,
SBT_Lt,L sorbitol transport via passive diffusion,True,-999999.0,999999.0,2,
SERAT,Serine O-acetyltransferase,False,0.0,999999.0,4,
SULR,Sulfite reductase (NADPH2),True,-999999.0,999999.0,6,YFR030W or YJR137C
T4HCINNMFM,4 hydroxycinnamate formation,False,0.0,999999.0,3,
SERPT,Serine C palmitoyltransferase,False,0.0,999999.0,6,(YDR062W and YMR296C) and YBR058C_A
PRPPS,Phosphoribosylpyrophosphate synthetase,True,-999999.0,999999.0,5,YER099C or YOL061W or YBL068W or YHL011C or YKL181W
SERTRS,Seryl-tRNA synthetase,False,0.0,999999.0,6,YHR011W or YDR023W
SERt2m,Serine mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
SERt2r,L serine reversible transport via proton symport,True,-999999.0,999999.0,4,YFL055W or YCL025C or YDR508C or YKR039W or YPL265W
SFGTHi,S-Formylglutathione hydralase,True,-999999.0,999999.0,5,YJL068C
TAGL_SC,Triacylglycerol lipase  yeast specific,False,0.0,999999.0,12,YDR058C or YMR313C
TALA,Transaldolase,True,-999999.0,999999.0,4,YLR354C or YGR043C
TAUDO,Taurine dioxygenase,False,0.0,999999.0,8,YLL057C
TAURt,Taurine transport,True,-999999.0,999999.0,2,
SHCHD,Sirohydrochlorin dehydrogenase,False,0.0,999999.0,5,YBR213W
SHCHF,Sirohydrochlorin ferrochelatase,False,0.0,999999.0,4,YBR213W
SHK3Dr,Shikimate dehydrogenase,False,0.0,999999.0,5,YDR127W
SHKK,Shikimate kinase,False,0.0,999999.0,5,YDR127W
SHSL1,O-succinylhomoserine lyase (L-cysteine),False,0.0,999999.0,5,
TCHOLAabcv,Taurcholate via ABC system  vacuolar,False,0.0,999999.0,7,YLL048C
THFATm,Tetrahydrofolate aminomethyltransferase  mitochondrial,False,0.0,999999.0,4,YDR019C and YMR189W and YAL044C and (YBR221C and YER178W)
THFGLUS,TetrahydrofolateL glutamate gamma ligase  ADP forming,True,-999999.0,999999.0,7,YKL132C or YOR241W or YMR113W
THIORDXi,Hydrogen peroxide reductase (thioredoxin),False,0.0,999999.0,4,(YLR043C and YDR453C) or (YGR209C and YDR453C)
THIORDXm,Hydrogen peroxide reductase  thioredoxin   mitochondrial,True,-999999.0,999999.0,4,YBL064C and YCR083W
THIORDXni,Thioredoxin  nuclear  irreversible,False,0.0,999999.0,4,(YIL010W and YLR043C) or (YIL010W and YGR209C)
THIORDXp,Hydrogen peroxide reductase  thioredoxin   peroxisomal,True,-999999.0,999999.0,4,(YLR109W and YLR043C) or (YLR109W and YGR209C)
SHSL4r,O succinylhomoserine lyase  elimination   reversible,True,-999999.0,999999.0,6,YML082W
SLCBK1,Sphingolipid long chain base kinase  sphinganine,False,0.0,999999.0,5,YLR260W or YOR171C
PRPPtm,PRPP reversible transport  mitochondrial,True,-999999.0,999999.0,2,
THMDPe,Thiamin diphosphatase  extracellular,False,0.0,999999.0,5,YBR092C
THMDt2,Thymidine transport in via proton symport,False,0.0,999999.0,4,
THMP,Thiamin phosphatase,False,0.0,999999.0,4,
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,False,0.0,999999.0,4,YDR127W
THMPPt2m,Thiamine diphosphate transport  mitochondria,False,0.0,999999.0,2,YGR096W
THMPe,Thiamin phosphatase  extracellular,False,0.0,999999.0,4,YBR092C
THRt2r,L threonine reversible transport via proton symport,True,-999999.0,999999.0,4,YKR039W or YBR069C or YCL025C or YDR508C
THYMt3r,Thymine reversible transport via proton antiport,True,-999999.0,999999.0,4,
THZPSN1_SC,Thiazole phosphate synthesis  xylulose 5 phosphate   yeast specific,False,0.0,999999.0,12,
THZPSN2_SC,Thiazole phosphate synthesis  ribose 5 phosphate   yeast specifc,False,0.0,999999.0,12,
THMt2,Thiamine transport in via proton symport,False,0.0,999999.0,4,YLR237W or YOR071C or YOR192C
PSERDg_SC,Phosphatidylserine decarboxylase  yeast specific  Golgi,False,0.0,999999.0,4,YGR170W
